Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Age_cat,is_Male,Risk_Numeric
31.0,female,3,1,2,0,2782.0,21.0,1,good,3,0,1
33.0,female,2,1,0,1,1042.0,18.0,1,bad,3,0,0
20.0,female,2,2,3,0,3186.0,15.0,1,good,2,0,1
30.0,male,2,1,0,1,2028.0,12.0,1,good,3,1,1
47.0,male,1,1,0,1,958.0,12.0,1,good,0,1,1
34.0,male,3,1,1,0,1591.0,21.0,4,good,3,1,1
25.0,female,2,1,0,1,2762.0,12.0,4,bad,2,0,0
21.0,male,2,2,0,1,2779.0,18.0,1,good,2,1,1
29.0,male,2,1,0,0,2743.0,28.0,5,good,3,1,1
46.0,male,2,1,3,0,1149.0,18.0,5,good,0,1,1
20.0,male,2,1,0,0,1313.0,9.0,4,good,2,1,1
55.0,female,0,0,0,0,1190.0,18.0,6,bad,0,0,0
64.5,male,1,1,0,0,3448.0,5.0,0,good,1,1,1
29.0,male,3,1,0,1,7882.375,24.0,7,bad,3,1,0
36.0,male,3,0,0,0,1872.0,6.0,4,good,0,1,1
33.0,male,2,1,0,0,2058.0,24.0,6,good,3,1,1
25.0,male,2,1,0,0,2136.0,9.0,4,good,2,1,1
25.0,male,2,1,0,1,1484.0,12.0,5,bad,2,1,0
23.0,male,1,2,2,0,660.0,6.0,6,good,2,1,1
37.0,female,2,1,3,0,1287.0,24.0,1,good,0,0,1
64.5,male,0,1,0,0,3394.0,42.0,6,good,1,1,1
26.0,female,0,1,0,2,609.0,12.0,0,bad,3,0,0
39.0,male,3,1,0,0,1884.0,12.0,1,good,0,1,1
30.0,female,2,1,0,0,1620.0,12.0,4,good,3,0,1
29.0,male,2,1,0,1,2629.0,20.0,7,good,3,1,1
41.0,male,1,1,0,0,719.0,12.0,3,bad,0,1,0
30.0,female,3,1,0,1,5096.0,42.0,4,bad,3,0,0
41.0,female,1,2,0,0,1244.0,9.0,3,good,0,0,1
34.0,female,2,1,0,0,1842.0,36.0,1,bad,3,0,0
35.0,male,2,1,0,1,2576.0,7.0,5,good,3,1,1
55.0,female,3,1,0,2,1424.0,12.0,4,good,0,0,1
61.0,male,2,1,3,1,1512.0,15.0,6,bad,1,1,0
30.0,male,3,1,0,0,7882.375,36.0,1,good,3,1,1
29.0,female,2,1,0,0,518.0,6.0,5,good,3,0,1
34.0,male,2,1,0,0,2759.0,12.0,4,good,3,1,1
35.0,male,3,1,0,0,2670.0,24.0,1,good,3,1,1
31.0,male,2,1,0,0,4817.0,24.0,1,bad,3,1,0
29.0,female,3,1,0,0,2679.0,24.0,1,good,3,0,1
36.0,male,2,2,0,0,3905.0,11.0,1,good,0,1,1
35.0,male,2,0,0,0,3386.0,12.0,1,bad,3,1,0
27.0,female,2,1,0,0,343.0,6.0,2,good,3,0,1
32.0,male,2,1,0,0,4594.0,18.0,5,good,3,1,1
37.0,male,2,1,0,0,3620.0,36.0,4,good,0,1,1
36.0,male,2,1,0,0,1721.0,15.0,1,good,0,1,1
34.0,female,3,2,0,1,3017.0,12.0,4,good,3,0,1
38.0,male,2,1,0,1,754.0,12.0,3,good,0,1,1
34.0,male,2,1,0,0,1950.0,18.0,0,good,3,1,1
63.0,male,2,1,0,0,2924.0,24.0,1,good,1,1,1
29.0,female,1,2,0,0,1659.0,24.0,5,bad,3,0,0
32.0,male,2,1,0,0,7238.0,42.0,5,good,3,1,1
26.0,female,2,1,0,0,2764.0,33.0,0,good,3,0,1
35.0,male,1,1,0,0,4679.0,24.0,1,good,3,1,1
22.0,male,2,2,1,1,3092.0,24.0,5,bad,2,1,0
23.0,female,2,1,0,0,448.0,6.0,3,bad,2,0,0
28.0,male,1,1,0,0,654.0,9.0,1,bad,3,1,0
36.0,male,3,1,0,0,1238.0,6.0,3,good,0,1,1
33.0,male,2,1,0,1,1245.0,18.0,5,bad,3,1,0
26.0,female,2,2,0,0,3114.0,18.0,4,bad,3,0,0
24.0,male,2,1,2,0,2569.0,39.0,1,good,2,1,1
25.0,male,2,1,0,2,5152.0,24.0,5,good,2,1,1
39.0,male,1,1,1,1,1037.0,12.0,0,good,0,1,1
44.0,male,2,1,0,0,1478.0,15.0,4,good,0,1,1
23.0,female,1,1,0,1,3573.0,12.0,5,good,2,0,1
26.0,male,2,1,0,1,1201.0,24.0,1,good,3,1,1
57.0,female,2,2,3,0,3622.0,30.0,4,good,0,0,1
30.0,female,2,1,3,0,960.0,15.0,4,good,3,0,1
44.0,male,2,1,2,0,1163.0,12.0,1,good,0,1,1
47.0,male,3,1,0,1,1209.0,6.0,1,bad,0,1,0
52.0,male,2,1,0,0,3077.0,12.0,5,good,0,1,1
62.0,female,2,0,0,0,3757.0,24.0,1,good,1,0,1
35.0,male,1,2,1,0,1418.0,10.0,1,good,3,1,1
26.0,male,2,2,0,0,3518.0,6.0,1,good,3,1,1
26.0,male,2,1,0,0,1934.0,12.0,5,good,3,1,1
42.0,female,3,0,0,1,7882.375,27.0,0,bad,0,0,0
27.0,female,2,1,1,0,1237.0,6.0,5,good,3,0,1
38.0,male,2,1,0,1,368.0,6.0,5,good,0,1,1
39.0,male,1,2,0,0,2122.0,12.0,1,good,0,1,1
20.0,male,2,1,0,0,2996.0,24.0,4,bad,2,1,0
29.0,male,3,2,1,1,7882.375,36.0,4,bad,3,1,0
40.0,male,2,1,0,0,1585.0,24.0,4,good,0,1,1
32.0,male,1,1,0,1,1301.0,18.0,5,good,3,1,1
28.0,male,2,1,1,2,1323.0,6.0,1,good,3,1,1
27.0,female,2,1,0,0,3123.0,24.0,1,bad,3,0,0
42.0,male,2,0,0,0,5493.0,36.0,1,good,0,1,1
49.0,male,2,1,1,2,1126.0,9.0,5,good,0,1,1
38.0,male,2,1,1,1,1216.0,24.0,5,bad,0,1,0
24.0,female,2,2,0,0,1207.0,24.0,1,bad,2,0,0
27.0,male,1,1,0,0,1309.0,10.0,1,bad,3,1,0
36.0,male,2,1,2,2,2360.0,15.0,1,good,0,1,1
34.0,male,3,1,1,1,6850.0,15.0,1,bad,3,1,0
28.0,male,2,1,0,0,1413.0,24.0,5,good,3,1,1
45.0,male,3,1,1,0,7882.375,39.0,1,good,0,1,1
26.0,male,2,1,0,0,759.0,12.0,1,bad,3,1,0
32.0,male,3,0,0,0,4686.0,36.0,1,good,3,1,1
26.0,male,2,2,0,2,2687.0,15.0,0,good,3,1,1
20.0,male,2,2,0,1,585.0,12.0,5,good,2,1,1
54.0,male,2,1,0,0,2255.0,24.0,1,good,0,1,1
37.0,female,2,1,0,0,609.0,6.0,1,good,0,0,1
40.0,male,1,1,0,0,1361.0,6.0,1,good,0,1,1
23.0,female,2,2,0,0,7127.0,36.0,4,bad,2,0,0
43.0,male,2,1,1,0,1203.0,6.0,1,good,0,1,1
36.0,male,2,0,0,0,700.0,6.0,5,good,0,1,1
44.0,male,2,0,0,0,5507.0,24.0,6,good,0,1,1
24.0,female,2,1,0,0,3190.0,18.0,5,bad,2,0,0
53.0,male,2,0,0,0,7119.0,42.0,4,bad,0,1,0
23.0,female,2,1,1,0,3488.0,24.0,1,good,2,0,1
26.0,female,1,1,0,1,1113.0,18.0,5,good,3,0,1
30.0,male,2,1,0,1,7882.375,26.0,1,good,3,1,1
31.0,female,2,1,1,0,1532.0,15.0,3,good,3,0,1
42.0,male,1,1,0,0,1503.0,4.0,5,good,0,1,1
31.0,male,2,2,0,0,2302.0,36.0,5,bad,3,1,0
41.0,male,1,1,0,0,662.0,6.0,1,good,0,1,1
32.0,male,2,1,0,1,2273.0,36.0,3,good,3,1,1
28.0,female,2,2,1,1,2631.0,15.0,1,bad,3,0,0
41.0,male,2,2,0,0,1503.0,12.0,1,good,0,1,1
26.0,male,2,1,1,0,1311.0,24.0,5,good,3,1,1
25.0,male,2,1,0,0,3105.0,24.0,5,good,2,1,1
33.0,male,2,2,0,2,2319.0,21.0,3,bad,3,1,0
64.5,female,3,1,0,0,1374.0,6.0,1,good,1,0,1
37.0,female,2,1,0,1,3612.0,18.0,4,good,0,0,1
42.0,male,3,0,0,0,7763.0,42.0,1,bad,0,1,0
45.0,female,1,1,0,2,3049.0,18.0,4,good,0,0,1
23.0,male,2,2,0,1,1534.0,12.0,5,bad,2,1,0
60.0,male,2,0,0,0,2032.0,24.0,1,good,0,1,1
31.0,male,2,1,0,0,6350.0,30.0,4,bad,3,1,0
34.0,male,1,1,0,2,2864.0,18.0,4,bad,3,1,0
61.0,male,1,1,0,0,1255.0,12.0,1,good,1,1,1
43.0,male,2,0,0,0,1333.0,24.0,1,bad,0,1,0
37.0,female,2,1,0,0,2022.0,24.0,1,good,0,0,1
32.0,male,2,1,0,0,1552.0,24.0,5,good,3,1,1
24.0,female,1,1,0,0,626.0,12.0,5,bad,2,0,0
35.0,male,2,0,0,0,7882.375,42.0,1,good,3,1,1
23.0,female,2,1,0,0,996.0,12.0,6,good,2,0,1
45.0,male,1,1,2,0,1750.0,6.0,5,good,0,1,1
34.0,male,2,1,0,0,6999.0,42.0,5,bad,3,1,0
27.0,male,2,1,1,1,1995.0,12.0,1,good,3,1,1
64.5,female,3,1,0,1,1199.0,9.0,3,good,1,0,1
22.0,male,2,1,0,1,1331.0,12.0,5,bad,2,1,0
28.0,female,2,1,1,1,2278.0,18.0,1,bad,3,0,0
29.0,female,2,1,0,0,5003.0,21.0,1,bad,3,0,0
27.0,male,2,1,0,0,3552.0,24.0,4,bad,3,1,0
31.0,male,1,1,0,1,1928.0,18.0,4,bad,3,1,0
49.0,male,2,0,0,0,2964.0,24.0,1,good,0,1,1
24.0,male,1,2,0,0,1546.0,24.0,5,bad,2,1,0
29.0,female,2,1,0,2,683.0,6.0,5,good,3,0,1
37.0,male,2,0,0,1,7882.375,36.0,1,bad,0,1,0
37.0,male,3,1,0,1,4712.0,24.0,0,good,0,1,1
23.0,female,2,2,1,1,1553.0,24.0,5,good,2,0,1
36.0,male,2,1,0,0,1372.0,12.0,1,bad,0,1,0
34.0,male,2,1,3,0,2578.0,24.0,5,good,3,1,1
41.0,male,2,1,0,1,3979.0,42.0,5,good,0,1,1
31.0,female,2,1,0,0,6758.0,42.0,5,bad,3,0,0
23.0,female,1,2,0,0,3234.0,24.0,4,bad,2,0,0
38.0,male,2,1,0,0,5954.0,30.0,5,good,0,1,1
26.0,female,3,2,0,0,5433.0,24.0,1,good,3,0,1
22.0,female,1,1,0,0,806.0,15.0,0,good,2,0,1
27.0,male,1,1,0,1,1082.0,9.0,5,good,3,1,1
24.0,female,2,1,0,0,2788.0,15.0,4,good,2,0,1
27.0,female,2,1,0,1,2930.0,12.0,5,good,3,0,1
33.0,female,2,1,0,0,1927.0,24.0,3,good,3,0,1
27.0,male,2,1,0,1,2820.0,36.0,1,bad,3,1,0
27.0,male,1,1,0,0,937.0,24.0,3,good,3,1,1
30.0,male,2,1,0,1,1056.0,18.0,1,bad,3,1,0
49.0,male,1,1,0,1,3124.0,12.0,1,good,0,1,1
26.0,female,2,2,0,0,1388.0,9.0,4,good,3,0,1
33.0,male,1,2,0,1,2384.0,36.0,6,bad,3,1,0
52.0,female,3,0,0,0,2133.0,12.0,1,good,0,0,1
20.0,female,2,2,0,0,2039.0,18.0,4,bad,2,0,0
36.0,male,2,2,0,0,2799.0,9.0,1,good,0,1,1
21.0,male,1,1,0,0,1289.0,12.0,4,good,2,1,1
47.0,male,1,1,0,0,1217.0,18.0,2,bad,0,1,0
60.0,male,2,1,0,0,2246.0,12.0,4,bad,0,1,0
58.0,female,1,1,0,0,385.0,12.0,5,good,0,0,1
42.0,female,2,2,0,1,1965.0,24.0,1,good,0,0,1
36.0,female,1,1,3,0,1572.0,21.0,0,good,0,0,1
20.0,female,1,2,0,1,2718.0,24.0,1,bad,2,0,0
40.0,male,3,1,0,0,1358.0,24.0,7,bad,0,1,0
32.0,female,1,1,1,1,931.0,6.0,1,bad,3,0,0
23.0,female,2,2,0,0,1442.0,24.0,1,bad,2,0,0
36.0,male,1,1,0,1,4241.0,24.0,0,bad,0,1,0
31.0,male,2,1,0,0,2775.0,18.0,1,bad,3,1,0
32.0,male,2,0,0,0,3863.0,24.0,0,good,3,1,1
45.0,female,2,1,0,1,2329.0,7.0,5,good,0,0,1
30.0,female,2,1,0,1,918.0,9.0,4,bad,3,0,0
34.0,female,1,0,0,1,1837.0,24.0,3,bad,3,0,0
28.0,female,3,1,0,0,3349.0,36.0,4,bad,3,0,0
23.0,female,2,1,0,2,1275.0,10.0,4,good,2,0,1
22.0,male,2,1,2,0,2828.0,24.0,4,good,2,1,1
64.5,male,3,1,0,0,4526.0,24.0,0,good,1,1,1
50.0,female,2,0,1,1,2671.0,36.0,5,bad,0,0,0
33.0,male,2,1,0,0,2051.0,18.0,5,good,3,1,1
45.0,male,2,0,0,0,1300.0,15.0,1,good,0,1,1
22.0,female,2,1,1,0,741.0,12.0,2,bad,2,0,0
48.0,female,1,0,1,2,1240.0,10.0,1,bad,0,0,0
29.0,female,2,1,3,0,3357.0,21.0,5,good,3,0,1
22.0,female,2,2,0,0,3632.0,24.0,1,good,2,0,1
22.0,female,2,1,0,0,1808.0,18.0,4,bad,2,0,0
48.0,male,3,1,0,1,7882.375,42.0,0,good,0,1,1
27.0,male,3,0,0,1,7882.375,42.0,5,good,3,1,1
37.0,male,2,2,0,0,3676.0,6.0,1,good,0,1,1
21.0,female,2,2,1,1,3441.0,30.0,4,bad,2,0,0
49.0,male,1,1,0,0,640.0,12.0,1,good,0,1,1
27.0,male,2,1,0,1,3652.0,21.0,0,good,3,1,1
32.0,male,2,1,0,0,1530.0,18.0,1,bad,3,1,0
38.0,male,2,1,0,0,3914.0,42.0,0,bad,0,1,0
22.0,female,2,2,0,0,1858.0,12.0,4,good,2,0,1
64.5,male,2,0,0,0,2600.0,18.0,5,bad,1,1,0
35.0,male,2,1,0,0,1979.0,15.0,5,good,3,1,1
41.0,male,2,1,0,2,2116.0,6.0,4,good,0,1,1
29.0,male,2,1,1,1,1437.0,9.0,1,bad,3,1,0
36.0,male,2,1,2,0,4042.0,42.0,4,good,0,1,1
64.0,male,1,1,0,0,3832.0,9.0,3,good,1,1,1
28.0,female,2,1,0,0,3660.0,24.0,5,good,3,0,1
44.0,male,2,1,0,0,1553.0,18.0,4,bad,0,1,0
23.0,male,2,1,0,1,1444.0,15.0,5,good,2,1,1
19.0,female,2,2,0,0,1980.0,9.0,4,bad,2,0,0
25.0,female,1,1,0,1,1355.0,24.0,1,bad,2,0,0
47.0,male,2,1,0,0,1393.0,12.0,3,good,0,1,1
28.0,female,2,1,2,0,1376.0,24.0,5,good,3,0,1
21.0,male,2,1,0,0,7882.375,42.0,5,good,2,1,1
34.0,female,2,1,0,0,1493.0,12.0,5,good,3,0,1
26.0,male,2,1,0,0,4370.0,42.0,5,bad,3,1,0
27.0,female,0,1,0,0,750.0,18.0,3,bad,3,0,0
38.0,male,1,1,0,1,1308.0,15.0,6,good,0,1,1
40.0,male,3,1,1,0,4623.0,15.0,3,bad,0,1,0
33.0,male,2,1,0,0,1851.0,24.0,5,good,3,1,1
32.0,male,3,1,0,0,1880.0,18.0,5,good,3,1,1
27.0,male,2,2,0,0,7882.375,36.0,0,bad,3,1,0
32.0,male,2,1,0,0,4583.0,30.0,4,good,3,1,1
26.0,female,2,1,2,0,1386.0,12.0,1,bad,3,0,0
38.0,male,2,0,0,2,947.0,24.0,1,bad,0,1,0
40.0,male,1,2,0,0,684.0,12.0,3,bad,0,1,0
50.0,male,3,0,0,0,7476.0,42.0,3,good,0,1,1
37.0,male,1,1,0,1,1922.0,12.0,4,bad,0,1,0
45.0,male,2,1,0,0,2303.0,24.0,1,bad,0,1,0
42.0,male,3,1,1,1,7882.375,36.0,1,bad,0,1,0
35.0,male,2,1,0,0,2346.0,24.0,1,good,3,1,1
22.0,male,2,0,0,0,3973.0,14.0,1,good,2,1,1
41.0,male,1,1,0,1,888.0,12.0,1,bad,0,1,0
37.0,male,2,1,0,0,7882.375,42.0,5,good,0,1,1
28.0,female,2,1,0,1,4221.0,30.0,0,good,3,0,1
41.0,male,2,1,0,1,6361.0,18.0,4,good,0,1,1
23.0,male,2,2,0,2,1297.0,12.0,5,good,2,1,1
23.0,male,2,1,0,0,900.0,12.0,1,bad,2,1,0
50.0,male,2,1,0,0,2241.0,21.0,4,good,0,1,1
35.0,male,3,1,0,1,1050.0,6.0,4,good,3,1,1
50.0,female,1,1,0,2,1047.0,6.0,3,good,0,0,1
27.0,male,3,1,0,0,6314.0,24.0,7,good,3,1,1
34.0,male,2,1,3,1,3496.0,30.0,4,good,3,1,1
27.0,female,2,1,0,0,3609.0,42.0,0,good,3,0,1
43.0,male,2,2,0,0,4843.0,12.0,1,bad,0,1,0
47.0,male,2,1,0,2,3017.0,30.0,5,good,0,1,1
27.0,male,1,1,1,0,4139.0,24.0,0,good,3,1,1
31.0,male,2,1,1,0,5742.0,36.0,0,good,3,1,1
42.0,male,3,1,0,0,7882.375,42.0,1,good,0,1,1
24.0,male,2,1,2,0,2080.0,6.0,1,good,2,1,1
41.0,male,1,1,2,0,2580.0,21.0,0,bad,0,1,0
26.0,female,3,2,0,0,4530.0,30.0,5,good,3,0,1
33.0,male,2,1,0,0,5150.0,24.0,4,good,3,1,1
24.0,male,2,1,1,1,5595.0,42.0,5,bad,2,1,0
64.0,male,1,2,0,0,2384.0,24.0,5,good,1,1,1
26.0,female,2,1,0,0,1453.0,18.0,5,good,3,0,1
56.0,female,2,1,0,0,1538.0,6.0,3,good,0,0,1
37.0,male,2,0,0,0,2279.0,12.0,5,good,0,1,1
33.0,male,2,1,0,0,1478.0,15.0,5,good,3,1,1
47.0,male,2,0,0,0,5103.0,24.0,5,good,0,1,1
31.0,male,1,1,1,1,7882.375,36.0,0,good,3,1,1
34.0,male,2,0,0,0,6527.0,42.0,1,good,3,1,1
27.0,male,2,1,0,2,1347.0,10.0,5,good,3,1,1
30.0,male,2,0,1,1,2862.0,36.0,1,good,3,1,1
35.0,male,2,1,1,0,2753.0,9.0,5,good,3,1,1
31.0,male,2,1,3,0,3651.0,12.0,1,good,3,1,1
25.0,male,2,1,0,0,975.0,15.0,4,good,2,1,1
25.0,female,1,1,1,1,2631.0,15.0,6,good,2,0,1
29.0,male,2,1,1,1,2896.0,24.0,5,good,3,1,1
44.0,male,1,1,0,0,4716.0,6.0,1,good,0,1,1
28.0,male,2,1,0,0,2284.0,24.0,5,good,3,1,1
50.0,male,2,2,2,0,1236.0,6.0,1,good,0,1,1
29.0,male,2,1,0,1,1103.0,12.0,5,good,3,1,1
38.0,female,0,1,0,0,926.0,12.0,1,good,0,0,1
24.0,male,2,1,0,0,1800.0,18.0,5,good,2,1,1
40.0,male,3,2,0,2,1905.0,15.0,3,good,0,1,1
29.0,female,1,2,2,0,1123.0,12.0,4,bad,3,0,0
46.0,male,2,0,0,0,6331.0,42.0,1,bad,0,1,0
47.0,female,2,0,1,2,1377.0,24.0,5,good,0,0,1
41.0,male,2,1,1,1,2503.0,30.0,0,good,0,1,1
32.0,female,2,1,0,1,2528.0,27.0,0,good,3,0,1
35.0,female,2,0,2,0,5324.0,15.0,1,good,3,0,1
24.0,male,2,1,1,1,6560.0,42.0,1,bad,2,1,0
25.0,female,2,2,0,1,2969.0,12.0,4,bad,2,0,0
25.0,female,2,1,0,1,1206.0,9.0,5,good,2,0,1
37.0,male,1,1,0,1,2118.0,9.0,5,good,0,1,1
32.0,male,3,1,2,0,629.0,18.0,5,good,3,1,1
35.0,female,2,0,0,0,1198.0,6.0,3,bad,3,0,0
46.0,male,3,1,0,0,2476.0,21.0,1,good,0,1,1
25.0,male,1,1,0,0,1138.0,9.0,5,good,2,1,1
27.0,male,3,1,0,1,7882.375,42.0,1,bad,3,1,0
63.0,male,2,1,0,0,7596.0,30.0,1,good,1,1,1
40.0,male,2,1,0,0,3077.0,30.0,5,good,0,1,1
32.0,male,3,0,0,0,1505.0,18.0,5,good,3,1,1
31.0,male,2,1,0,2,3148.0,24.0,5,good,3,1,1
31.0,male,2,1,1,1,6148.0,20.0,1,good,3,1,1
34.0,male,3,1,0,2,1337.0,9.0,5,bad,3,1,0
24.0,female,2,2,3,1,433.0,6.0,3,bad,2,0,0
24.0,female,1,1,0,0,1228.0,12.0,1,bad,2,0,0
64.5,female,1,1,2,1,790.0,9.0,5,good,1,0,1
21.0,female,2,2,0,0,2570.0,27.0,1,bad,2,0,0
41.0,female,1,1,3,0,250.0,6.0,1,good,0,0,1
47.0,male,1,1,2,0,1316.0,15.0,5,good,0,1,1
25.0,female,2,2,0,0,1882.0,18.0,5,bad,2,0,0
59.0,female,2,2,0,1,6416.0,42.0,0,bad,0,0,0
36.0,male,2,1,3,2,1275.0,24.0,0,good,0,1,1
33.0,male,2,1,0,1,6403.0,24.0,5,good,3,1,1
21.0,male,1,2,0,0,1987.0,24.0,5,bad,2,1,0
44.0,female,1,1,0,1,760.0,8.0,5,good,0,0,1
28.0,female,2,2,3,0,2603.0,24.0,1,good,3,0,1
37.0,female,2,1,0,0,3380.0,4.0,1,good,0,0,1
29.0,female,0,1,0,1,3990.0,36.0,2,good,3,0,1
23.0,female,3,2,0,1,7882.375,24.0,1,bad,2,0,0
35.0,male,1,1,1,0,4380.0,18.0,1,good,3,1,1
45.0,male,3,1,0,0,6761.0,6.0,1,good,0,1,1
26.0,female,1,2,1,1,4280.0,30.0,0,bad,3,0,0
32.0,male,2,1,1,0,2325.0,24.0,1,good,3,1,1
23.0,male,1,1,0,1,1048.0,10.0,5,good,2,1,1
41.0,male,2,1,0,0,3160.0,21.0,5,good,0,1,1
22.0,male,2,1,2,0,2483.0,24.0,4,good,2,1,1
30.0,male,3,1,0,0,7882.375,39.0,4,good,3,1,1
28.0,male,1,1,0,0,1797.0,13.0,0,good,3,1,1
23.0,female,2,2,0,0,2511.0,15.0,1,good,2,0,1
37.0,female,1,1,0,0,1274.0,12.0,1,bad,0,0,0
26.0,male,2,1,0,0,5248.0,21.0,1,good,3,1,1
33.0,male,2,1,0,0,3029.0,15.0,1,good,3,1,1
49.0,female,2,1,0,0,428.0,6.0,4,good,0,0,1
23.0,female,1,1,0,0,976.0,18.0,1,bad,2,0,0
23.0,female,1,2,1,1,841.0,12.0,0,good,2,0,1
25.0,female,2,1,0,0,5771.0,30.0,5,good,2,0,1
55.0,male,2,0,3,0,1555.0,12.0,6,bad,0,1,0
32.0,female,2,2,0,0,1285.0,24.0,1,bad,3,0,0
64.5,male,0,1,0,2,1299.0,6.0,1,good,1,1,1
39.0,male,2,0,0,2,1271.0,15.0,5,bad,0,1,0
31.0,male,2,1,0,0,1393.0,24.0,1,good,3,1,1
35.0,male,2,1,0,0,691.0,12.0,1,bad,3,1,0
59.0,female,2,1,0,0,5045.0,15.0,1,good,0,0,1
24.0,female,2,2,0,0,2124.0,18.0,4,bad,2,0,0
24.0,male,1,1,0,0,2214.0,12.0,5,good,2,1,1
30.0,male,3,0,0,0,7882.375,21.0,1,bad,3,1,0
27.0,male,2,1,1,0,2463.0,24.0,1,good,3,1,1
40.0,male,1,1,0,1,1155.0,12.0,5,good,0,1,1
31.0,male,1,1,0,0,3108.0,30.0,4,bad,3,1,0
31.0,female,2,2,0,0,2901.0,10.0,1,good,3,0,1
28.0,male,2,2,0,1,3617.0,12.0,4,good,3,1,1
63.0,male,1,1,0,0,1655.0,12.0,5,good,1,1,1
26.0,female,2,2,0,0,2812.0,24.0,1,good,3,0,1
25.0,female,3,1,0,0,7882.375,36.0,3,bad,2,0,0
36.0,male,3,1,0,0,3275.0,21.0,1,good,0,1,1
52.0,male,2,1,1,0,2223.0,24.0,5,good,0,1,1
64.5,male,0,0,2,2,1480.0,12.0,1,good,1,1,1
25.0,female,2,2,0,0,1371.0,24.0,1,bad,2,0,0
37.0,male,2,1,0,0,3535.0,36.0,1,good,0,1,1
25.0,female,2,1,0,0,3509.0,18.0,5,good,2,0,1
38.0,male,3,1,3,0,5711.0,36.0,1,good,0,1,1
64.5,female,2,1,0,1,3872.0,18.0,6,good,1,0,1
25.0,male,2,1,0,1,4933.0,39.0,5,bad,2,1,0
60.0,male,2,1,3,0,1940.0,24.0,1,good,0,1,1
31.0,male,1,1,0,1,1410.0,12.0,3,good,3,1,1
23.0,female,1,1,1,1,836.0,12.0,1,bad,2,0,0
60.0,male,3,1,0,1,6468.0,20.0,1,good,0,1,1
35.0,male,1,1,3,1,1941.0,18.0,0,good,3,1,1
40.0,male,2,1,2,0,2675.0,22.0,5,good,0,1,1
38.0,male,2,1,0,0,2751.0,42.0,1,good,0,1,1
50.0,male,2,0,0,1,6224.0,42.0,3,bad,0,1,0
27.0,male,2,1,0,0,5998.0,40.0,3,bad,3,1,0
39.0,female,2,1,0,1,1188.0,21.0,0,bad,0,0,0
41.0,male,3,1,0,0,6313.0,24.0,1,good,0,1,1
27.0,male,2,1,0,0,1221.0,6.0,4,good,3,1,1
51.0,male,2,0,0,2,2892.0,24.0,4,good,0,1,1
32.0,male,2,2,2,0,3062.0,24.0,4,good,3,1,1
22.0,female,2,2,1,0,2301.0,9.0,4,good,2,0,1
51.0,male,2,0,0,0,7511.0,18.0,1,bad,0,1,0
22.0,female,1,2,0,0,1258.0,12.0,4,good,2,0,1
54.0,male,2,1,0,0,717.0,24.0,1,good,0,1,1
35.0,male,0,1,0,1,1549.0,9.0,1,good,3,1,1
54.0,male,2,0,0,0,1597.0,24.0,3,good,0,1,1
48.0,female,1,2,0,1,1795.0,18.0,5,good,0,0,1
24.0,female,2,1,0,0,4272.0,20.0,4,good,2,0,1
35.0,male,2,1,0,0,976.0,12.0,5,good,3,1,1
24.0,female,0,2,0,1,7472.0,12.0,1,good,2,0,1
24.0,male,2,1,0,0,7882.375,36.0,1,bad,2,1,0
26.0,male,1,1,0,1,590.0,6.0,5,good,3,1,1
64.5,male,2,1,0,0,930.0,12.0,5,good,1,1,1
55.0,male,3,0,0,1,7882.375,42.0,1,good,0,1,1
26.0,female,0,2,0,1,1778.0,15.0,1,bad,3,0,0
26.0,male,2,1,0,1,907.0,8.0,0,good,3,1,1
28.0,male,1,1,0,1,484.0,6.0,5,good,3,1,1
24.0,male,2,1,0,0,7882.375,36.0,1,bad,2,1,0
54.0,male,2,1,0,0,3051.0,42.0,2,bad,0,1,0
46.0,male,2,0,0,0,3931.0,42.0,1,bad,0,1,0
54.0,female,2,2,0,1,7432.0,36.0,1,good,0,0,1
62.0,male,2,1,2,0,1338.0,6.0,2,good,1,1,1
24.0,female,2,2,0,0,1554.0,6.0,5,good,2,0,1
43.0,male,3,1,0,0,7882.375,36.0,7,good,0,1,1
26.0,male,2,1,0,0,1345.0,18.0,5,bad,3,1,0
27.0,male,2,1,0,0,1101.0,12.0,1,good,3,1,1
24.0,male,2,1,0,2,3016.0,12.0,5,good,2,1,1
41.0,male,2,1,0,0,2712.0,36.0,4,bad,0,1,0
47.0,male,1,1,0,0,731.0,8.0,1,good,0,1,1
35.0,male,3,1,0,0,3780.0,18.0,4,good,3,1,1
30.0,male,2,1,0,0,1602.0,21.0,1,good,3,1,1
33.0,female,2,2,0,0,3966.0,18.0,1,bad,3,0,0
36.0,male,2,1,0,0,4165.0,18.0,0,bad,0,1,0
47.0,male,2,0,0,0,7882.375,36.0,1,bad,0,1,0
38.0,male,2,0,0,1,6681.0,42.0,0,good,0,1,1
44.0,male,2,1,2,0,2375.0,24.0,0,good,0,1,1
23.0,female,2,2,0,0,1216.0,18.0,1,bad,2,0,0
29.0,male,2,2,0,0,7882.375,42.0,0,bad,3,1,0
42.0,female,2,1,0,1,5084.0,24.0,5,good,0,0,1
25.0,female,1,1,0,2,2327.0,15.0,5,bad,2,0,0
48.0,male,2,1,0,0,1082.0,12.0,1,bad,0,1,0
21.0,female,2,1,0,0,886.0,12.0,5,good,2,0,1
